subscription_id,user_id,plan,monthly_price,start_date,end_date,status
1758,708,Standard,14.99,2024-07-15,,Active
1759,709,Premium,19.99,2023-02-22,2023-09-21,Canceled
1760,710,Premium,19.99,2023-01-17,,Active
1761,710,Premium,19.99,2023-07-16,,Active
1762,710,Premium,19.99,2024-01-12,,Active
1763,710,Premium,19.99,2024-07-10,2025-01-14,Canceled
1764,711,Standard,14.99,2023-08-13,,Active
1765,711,Standard,14.99,2024-02-09,2025-01-05,Canceled
1766,712,Basic,9.99,2023-10-29,,Active
1767,712,Basic,9.99,2024-04-26,,Active
1768,712,Basic,9.99,2024-10-23,,Active
1769,713,Basic,9.99,2023-11-20,,Active
1770,713,Basic,9.99,2024-05-18,,Active
1771,713,Basic,9.99,2024-11-14,,Active
1772,714,Basic,9.99,2023-04-16,,Active
1773,714,Basic,9.99,2023-10-13,,Active
1774,714,Basic,9.99,2024-04-10,,Active
1775,714,Premium,19.99,2024-10-07,,Active
1776,715,Premium,19.99,2023-06-29,,Active
1777,715,Premium,19.99,2023-12-26,,Active
1778,715,Premium,19.99,2024-06-23,,Active
1779,715,Premium,19.99,2024-12-20,,Active
1780,716,Premium,19.99,2023-03-28,,Active
1781,716,Premium,19.99,2023-09-24,2023-12-26,Canceled
1782,717,Premium,19.99,2023-10-21,,Active
1783,717,Premium,19.99,2024-04-18,,Active
1784,717,Premium,19.99,2024-10-15,,Active
1785,718,Premium,19.99,2023-03-11,,Active
1786,718,Premium,19.99,2023-09-07,,Active
1787,718,Premium,19.99,2024-03-05,,Active
1788,718,Premium,19.99,2024-09-01,,Active
1789,719,Premium,19.99,2023-12-26,2024-05-31,Canceled
1790,720,Basic,9.99,2023-05-07,,Active
1791,720,Basic,9.99,2023-11-03,2024-01-23,Canceled
1792,721,Premium,19.99,2023-11-20,,Active
1793,721,Premium,19.99,2024-05-18,,Active
1794,721,Premium,19.99,2024-11-14,,Active
1795,722,Standard,14.99,2023-08-20,2024-06-12,Canceled
1796,723,Standard,14.99,2023-09-21,2024-07-08,Canceled
1797,724,Basic,9.99,2023-09-07,,Active
1798,724,Standard,14.99,2024-03-05,2024-12-04,Canceled
1799,725,Basic,9.99,2023-08-23,2024-01-01,Canceled
1800,726,Standard,14.99,2023-02-02,2023-10-15,Canceled
1801,727,Premium,19.99,2023-04-19,,Active
1802,727,Standard,14.99,2023-10-16,,Active
1803,727,Premium,19.99,2024-04-13,,Active
1804,727,Premium,19.99,2024-10-10,,Active
1805,728,Basic,9.99,2023-06-22,,Active
1806,728,Standard,14.99,2023-12-19,,Active
1807,728,Standard,14.99,2024-06-16,,Active
1808,728,Standard,14.99,2024-12-13,2025-05-23,Canceled
1809,729,Basic,9.99,2023-09-06,2024-07-16,Canceled
1810,730,Standard,14.99,2023-02-20,2023-07-11,Canceled
1811,731,Standard,14.99,2023-03-05,,Active
1812,731,Standard,14.99,2023-09-01,,Active
1813,731,Standard,14.99,2024-02-28,,Active
1814,731,Standard,14.99,2024-08-26,2025-01-30,Canceled
1815,732,Standard,14.99,2023-08-08,2024-06-18,Canceled
1816,733,Standard,14.99,2023-03-23,,Active
1817,733,Standard,14.99,2023-09-19,,Active
1818,733,Standard,14.99,2024-03-17,,Active
1819,733,Standard,14.99,2024-09-13,,Active
1820,734,Standard,14.99,2023-05-09,,Active
1821,734,Standard,14.99,2023-11-05,2024-02-07,Canceled
1822,735,Standard,14.99,2023-01-27,2023-11-27,Canceled
1823,736,Premium,19.99,2023-08-08,,Active
1824,736,Premium,19.99,2024-02-04,,Active
1825,736,Premium,19.99,2024-08-02,,Active
1826,737,Basic,9.99,2023-01-01,,Active
1827,737,Basic,9.99,2023-06-30,2023-09-04,Canceled
1828,738,Standard,14.99,2023-10-31,,Active
1829,738,Standard,14.99,2024-04-28,,Active
1830,738,Standard,14.99,2024-10-25,,Active
1831,739,Premium,19.99,2023-01-05,,Active
1832,739,Premium,19.99,2023-07-04,,Active
1833,739,Basic,9.99,2023-12-31,,Active
1834,739,Basic,9.99,2024-06-28,,Active
1835,739,Basic,9.99,2024-12-25,,Active
1836,740,Premium,19.99,2023-08-05,,Active
1837,740,Premium,19.99,2024-02-01,2024-10-07,Canceled
1838,741,Premium,19.99,2023-07-16,,Active
1839,741,Premium,19.99,2024-01-12,,Active
1840,741,Standard,14.99,2024-07-10,2025-03-16,Canceled
1841,742,Standard,14.99,2023-06-10,,Active
1842,742,Standard,14.99,2023-12-07,,Active
1843,742,Standard,14.99,2024-06-04,,Active
1844,742,Standard,14.99,2024-12-01,,Active
1845,743,Standard,14.99,2023-03-10,,Active
1846,743,Standard,14.99,2023-09-06,2024-07-05,Canceled
1847,744,Standard,14.99,2023-09-29,2024-09-07,Canceled
1848,745,Standard,14.99,2023-08-14,2024-08-03,Canceled
1849,746,Standard,14.99,2023-07-30,,Active
1850,746,Standard,14.99,2024-01-26,,Active
1851,746,Standard,14.99,2024-07-24,,Active
1852,747,Premium,19.99,2023-02-14,,Active
1853,747,Premium,19.99,2023-08-13,,Active
1854,747,Premium,19.99,2024-02-09,,Active
1855,747,Premium,19.99,2024-08-07,,Active
1856,748,Basic,9.99,2023-07-16,,Active
1857,748,Basic,9.99,2024-01-12,,Active
1858,748,Basic,9.99,2024-07-10,,Active
1859,749,Basic,9.99,2023-05-07,,Active
1860,749,Basic,9.99,2023-11-03,,Active
1861,749,Standard,14.99,2024-05-01,,Active
1862,749,Standard,14.99,2024-10-28,,Active
1863,750,Premium,19.99,2023-10-11,2024-04-24,Canceled
1864,751,Basic,9.99,2023-05-26,,Active
1865,751,Basic,9.99,2023-11-22,,Active
1866,751,Basic,9.99,2024-05-20,,Active
1867,751,Basic,9.99,2024-11-16,2025-06-05,Canceled
1868,752,Premium,19.99,2023-04-16,2023-08-27,Canceled
1869,753,Standard,14.99,2023-07-20,2023-10-18,Canceled
1870,754,Standard,14.99,2023-09-11,,Active
1871,754,Standard,14.99,2024-03-09,,Active
1872,754,Standard,14.99,2024-09-05,2025-04-20,Canceled
1873,755,Standard,14.99,2023-11-23,,Active
1874,755,Standard,14.99,2024-05-21,,Active
1875,755,Standard,14.99,2024-11-17,,Active
1876,756,Standard,14.99,2023-07-04,,Active
1877,756,Standard,14.99,2023-12-31,,Active
1878,756,Standard,14.99,2024-06-28,,Active
1879,756,Standard,14.99,2024-12-25,,Active
1880,757,Premium,19.99,2023-08-04,,Active
1881,757,Premium,19.99,2024-01-31,,Active
1882,757,Premium,19.99,2024-07-29,,Active
1883,758,Basic,9.99,2023-08-30,,Active
1884,758,Basic,9.99,2024-02-26,,Active
1885,758,Premium,19.99,2024-08-24,2025-03-16,Canceled
1886,759,Basic,9.99,2023-01-08,,Active
1887,759,Basic,9.99,2023-07-07,2024-04-08,Canceled
1888,760,Premium,19.99,2023-07-23,2023-09-26,Canceled
1889,761,Standard,14.99,2023-08-01,,Active
1890,761,Standard,14.99,2024-01-28,,Active
1891,761,Basic,9.99,2024-07-26,2024-10-08,Canceled
1892,762,Premium,19.99,2023-11-24,,Active
1893,762,Premium,19.99,2024-05-22,,Active
1894,762,Premium,19.99,2024-11-18,2025-07-24,Canceled
1895,763,Standard,14.99,2023-05-23,,Active
1896,763,Standard,14.99,2023-11-19,,Active
1897,763,Standard,14.99,2024-05-17,,Active
1898,763,Standard,14.99,2024-11-13,2025-07-26,Canceled
1899,764,Premium,19.99,2023-04-15,,Active
1900,764,Standard,14.99,2023-10-12,,Active
1901,764,Standard,14.99,2024-04-09,,Active
1902,764,Standard,14.99,2024-10-06,2025-07-26,Canceled
1903,765,Standard,14.99,2023-10-28,,Active
1904,765,Premium,19.99,2024-04-25,2025-02-11,Canceled
1905,766,Standard,14.99,2023-06-08,,Active
1906,766,Basic,9.99,2023-12-05,2024-07-17,Canceled
1907,767,Basic,9.99,2023-05-06,,Active
1908,767,Standard,14.99,2023-11-02,,Active
1909,767,Standard,14.99,2024-04-30,,Active
1910,767,Standard,14.99,2024-10-27,2025-06-05,Canceled
1911,768,Premium,19.99,2023-11-10,,Active
1912,768,Premium,19.99,2024-05-08,,Active
1913,768,Standard,14.99,2024-11-04,,Active
1914,769,Standard,14.99,2023-03-03,,Active
1915,769,Premium,19.99,2023-08-30,,Active
1916,769,Premium,19.99,2024-02-26,,Active
1917,769,Standard,14.99,2024-08-24,,Active
1918,770,Premium,19.99,2023-03-25,,Active
1919,770,Premium,19.99,2023-09-21,,Active
1920,770,Premium,19.99,2024-03-19,,Active
1921,770,Premium,19.99,2024-09-15,,Active
1922,771,Basic,9.99,2023-05-13,2023-09-21,Canceled
1923,772,Basic,9.99,2023-03-02,,Active
1924,772,Basic,9.99,2023-08-29,,Active
1925,772,Basic,9.99,2024-02-25,,Active
1926,772,Basic,9.99,2024-08-23,2025-04-24,Canceled
1927,773,Standard,14.99,2023-09-26,,Active
1928,773,Standard,14.99,2024-03-24,,Active
1929,773,Standard,14.99,2024-09-20,,Active
1930,774,Standard,14.99,2023-11-18,2024-08-09,Canceled
1931,775,Premium,19.99,2023-07-04,,Active
1932,775,Standard,14.99,2023-12-31,,Active
1933,775,Standard,14.99,2024-06-28,,Active
1934,775,Standard,14.99,2024-12-25,,Active
1935,776,Basic,9.99,2023-07-08,,Active
1936,776,Basic,9.99,2024-01-04,,Active
1937,776,Standard,14.99,2024-07-02,,Active
1938,776,Standard,14.99,2024-12-29,,Active
1939,777,Premium,19.99,2023-12-12,,Active
1940,777,Premium,19.99,2024-06-09,2024-12-01,Canceled
1941,778,Standard,14.99,2023-01-02,2023-03-24,Canceled
1942,779,Basic,9.99,2023-01-24,,Active
1943,779,Basic,9.99,2023-07-23,,Active
1944,779,Basic,9.99,2024-01-19,,Active
1945,779,Basic,9.99,2024-07-17,,Active
1946,780,Standard,14.99,2023-04-02,,Active
1947,780,Standard,14.99,2023-09-29,,Active
1948,780,Standard,14.99,2024-03-27,2024-12-14,Canceled
1949,781,Basic,9.99,2023-04-25,,Active
1950,781,Basic,9.99,2023-10-22,,Active
1951,781,Basic,9.99,2024-04-19,2024-06-30,Canceled
1952,782,Premium,19.99,2023-05-19,2024-02-15,Canceled
1953,783,Premium,19.99,2023-09-15,,Active
1954,783,Basic,9.99,2024-03-13,,Active
1955,783,Basic,9.99,2024-09-09,,Active
1956,784,Premium,19.99,2023-01-24,,Active
1957,784,Premium,19.99,2023-07-23,,Active
1958,784,Premium,19.99,2024-01-19,,Active
1959,784,Standard,14.99,2024-07-17,,Active
1960,785,Basic,9.99,2023-06-09,,Active
1961,785,Basic,9.99,2023-12-06,2024-04-21,Canceled
1962,786,Premium,19.99,2023-01-05,,Active
1963,786,Premium,19.99,2023-07-04,,Active
1964,786,Premium,19.99,2023-12-31,,Active
1965,786,Premium,19.99,2024-06-28,,Active
1966,786,Premium,19.99,2024-12-25,,Active
1967,787,Basic,9.99,2023-06-05,2023-11-15,Canceled
1968,788,Premium,19.99,2023-10-30,,Active
1969,788,Premium,19.99,2024-04-27,,Active
1970,788,Standard,14.99,2024-10-24,2025-07-12,Canceled
1971,789,Basic,9.99,2023-05-06,2023-11-28,Canceled
1972,790,Standard,14.99,2023-04-30,,Active
1973,790,Premium,19.99,2023-10-27,,Active
1974,790,Premium,19.99,2024-04-24,,Active
1975,790,Premium,19.99,2024-10-21,,Active
1976,791,Basic,9.99,2023-06-21,,Active
1977,791,Basic,9.99,2023-12-18,,Active
1978,791,Basic,9.99,2024-06-15,,Active
1979,791,Basic,9.99,2024-12-12,,Active
1980,792,Premium,19.99,2023-06-07,,Active
1981,792,Premium,19.99,2023-12-04,2024-07-03,Canceled
1982,793,Premium,19.99,2023-08-03,,Active
1983,793,Premium,19.99,2024-01-30,,Active
1984,793,Premium,19.99,2024-07-28,,Active
1985,794,Standard,14.99,2023-02-17,2023-12-11,Canceled
1986,795,Basic,9.99,2023-12-25,2024-06-19,Canceled
1987,796,Premium,19.99,2023-10-25,,Active
1988,796,Premium,19.99,2024-04-22,,Active
1989,796,Premium,19.99,2024-10-19,,Active
1990,797,Basic,9.99,2023-02-08,,Active
1991,797,Basic,9.99,2023-08-07,,Active
1992,797,Basic,9.99,2024-02-03,2024-07-04,Canceled
1993,798,Standard,14.99,2023-12-06,,Active
1994,798,Standard,14.99,2024-06-03,2025-02-16,Canceled
1995,799,Premium,19.99,2023-06-11,,Active
1996,799,Premium,19.99,2023-12-08,,Active
1997,799,Premium,19.99,2024-06-05,,Active
1998,799,Premium,19.99,2024-12-02,2025-04-25,Canceled
1999,800,Standard,14.99,2023-06-12,2024-04-12,Canceled
2000,801,Premium,19.99,2023-04-14,,Active
2001,801,Premium,19.99,2023-10-11,,Active
2002,801,Premium,19.99,2024-04-08,2024-10-12,Canceled
2003,802,Basic,9.99,2023-03-21,,Active
2004,802,Basic,9.99,2023-09-17,2023-11-16,Canceled
2005,803,Basic,9.99,2023-06-10,,Active
2006,803,Basic,9.99,2023-12-07,,Active
2007,803,Basic,9.99,2024-06-04,,Active
2008,803,Basic,9.99,2024-12-01,,Active
2009,804,Standard,14.99,2023-04-17,2024-01-29,Canceled
2010,805,Standard,14.99,2023-03-03,,Active
2011,805,Standard,14.99,2023-08-30,2024-01-18,Canceled
2012,806,Basic,9.99,2023-12-27,2024-03-23,Canceled
2013,807,Standard,14.99,2023-03-17,,Active
2014,807,Standard,14.99,2023-09-13,2024-02-17,Canceled
2015,808,Standard,14.99,2023-07-22,,Active
2016,808,Standard,14.99,2024-01-18,,Active
2017,808,Standard,14.99,2024-07-16,,Active
2018,809,Premium,19.99,2023-05-14,,Active
2019,809,Basic,9.99,2023-11-10,2024-03-10,Canceled
2020,810,Standard,14.99,2023-10-12,,Active
2021,810,Standard,14.99,2024-04-09,,Active
2022,810,Standard,14.99,2024-10-06,,Active
2023,811,Basic,9.99,2023-02-22,,Active
2024,811,Premium,19.99,2023-08-21,2023-11-04,Canceled
2025,812,Standard,14.99,2023-04-24,,Active
2026,812,Basic,9.99,2023-10-21,,Active
2027,812,Basic,9.99,2024-04-18,,Active
2028,812,Basic,9.99,2024-10-15,,Active
2029,813,Premium,19.99,2023-12-18,,Active
2030,813,Premium,19.99,2024-06-15,,Active
2031,813,Premium,19.99,2024-12-12,2025-11-25,Canceled
2032,814,Standard,14.99,2023-10-28,,Active
2033,814,Premium,19.99,2024-04-25,,Active
2034,814,Basic,9.99,2024-10-22,,Active
2035,815,Standard,14.99,2023-02-03,,Active
2036,815,Standard,14.99,2023-08-02,,Active
2037,815,Standard,14.99,2024-01-29,2024-11-22,Canceled
2038,816,Standard,14.99,2023-02-17,2023-07-16,Canceled
2039,817,Basic,9.99,2023-01-26,2024-01-16,Canceled
2040,818,Basic,9.99,2023-09-12,,Active
2041,818,Basic,9.99,2024-03-10,,Active
2042,818,Basic,9.99,2024-09-06,,Active
2043,819,Premium,19.99,2023-03-30,,Active
2044,819,Premium,19.99,2023-09-26,2024-07-27,Canceled
2045,820,Basic,9.99,2023-05-24,,Active
2046,820,Basic,9.99,2023-11-20,,Active
2047,820,Standard,14.99,2024-05-18,2024-10-21,Canceled
2048,821,Basic,9.99,2023-11-14,,Active
2049,821,Basic,9.99,2024-05-12,,Active
2050,821,Basic,9.99,2024-11-08,2025-01-29,Canceled
2051,822,Premium,19.99,2023-09-13,,Active
2052,822,Premium,19.99,2024-03-11,,Active
2053,822,Premium,19.99,2024-09-07,2025-07-14,Canceled
2054,823,Basic,9.99,2023-02-14,,Active
2055,823,Basic,9.99,2023-08-13,,Active
2056,823,Basic,9.99,2024-02-09,,Active
2057,823,Basic,9.99,2024-08-07,,Active
2058,824,Standard,14.99,2023-04-13,,Active
2059,824,Standard,14.99,2023-10-10,,Active
2060,824,Standard,14.99,2024-04-07,,Active
2061,824,Standard,14.99,2024-10-04,2025-06-11,Canceled
2062,825,Premium,19.99,2023-11-19,,Active
2063,825,Premium,19.99,2024-05-17,,Active
2064,825,Premium,19.99,2024-11-13,,Active
2065,826,Standard,14.99,2024-01-01,2024-05-29,Canceled
2066,827,Premium,19.99,2023-06-26,,Active
2067,827,Premium,19.99,2023-12-23,2024-10-17,Canceled
2068,828,Standard,14.99,2023-05-19,,Active
2069,828,Standard,14.99,2023-11-15,2024-03-29,Canceled
2070,829,Premium,19.99,2023-04-23,,Active
2071,829,Premium,19.99,2023-10-20,,Active
2072,829,Premium,19.99,2024-04-17,,Active
2073,829,Premium,19.99,2024-10-14,2025-06-15,Canceled
2074,830,Standard,14.99,2023-08-30,,Active
2075,830,Standard,14.99,2024-02-26,,Active
2076,830,Standard,14.99,2024-08-24,,Active
2077,831,Standard,14.99,2023-03-23,2024-01-15,Canceled
2078,832,Standard,14.99,2023-05-17,,Active
2079,832,Standard,14.99,2023-11-13,,Active
2080,832,Standard,14.99,2024-05-11,,Active
2081,832,Basic,9.99,2024-11-07,2025-06-30,Canceled
2082,833,Premium,19.99,2023-04-23,2023-09-04,Canceled
2083,834,Premium,19.99,2023-03-30,,Active
2084,834,Premium,19.99,2023-09-26,,Active
2085,834,Premium,19.99,2024-03-24,,Active
2086,834,Premium,19.99,2024-09-20,,Active
2087,835,Premium,19.99,2023-12-24,2024-05-03,Canceled
2088,836,Basic,9.99,2023-10-18,,Active
2089,836,Basic,9.99,2024-04-15,,Active
2090,836,Basic,9.99,2024-10-12,,Active
2091,837,Basic,9.99,2023-09-10,,Active
2092,837,Basic,9.99,2024-03-08,,Active
2093,837,Basic,9.99,2024-09-04,2025-07-27,Canceled
2094,838,Basic,9.99,2023-01-20,,Active
2095,838,Basic,9.99,2023-07-19,,Active
2096,838,Basic,9.99,2024-01-15,,Active
2097,838,Basic,9.99,2024-07-13,,Active
2098,839,Premium,19.99,2023-04-23,,Active
2099,839,Premium,19.99,2023-10-20,,Active
2100,839,Premium,19.99,2024-04-17,,Active
2101,839,Premium,19.99,2024-10-14,,Active
2102,840,Standard,14.99,2023-06-19,,Active
2103,840,Standard,14.99,2023-12-16,2024-09-03,Canceled
2104,841,Premium,19.99,2023-04-01,,Active
2105,841,Premium,19.99,2023-09-28,,Active
2106,841,Premium,19.99,2024-03-26,,Active
2107,841,Premium,19.99,2024-09-22,,Active
2108,842,Premium,19.99,2023-10-28,,Active
2109,842,Premium,19.99,2024-04-25,,Active
2110,842,Premium,19.99,2024-10-22,,Active
2111,843,Basic,9.99,2023-07-06,2023-12-09,Canceled
2112,844,Premium,19.99,2023-10-28,2023-12-27,Canceled
2113,845,Premium,19.99,2023-03-11,2023-07-04,Canceled
2114,846,Standard,14.99,2023-11-29,,Active
2115,846,Basic,9.99,2024-05-27,,Active
2116,846,Basic,9.99,2024-11-23,2025-06-27,Canceled
2117,847,Basic,9.99,2023-12-22,,Active
2118,847,Basic,9.99,2024-06-19,,Active
2119,847,Basic,9.99,2024-12-16,2025-06-01,Canceled
2120,848,Premium,19.99,2023-12-07,,Active
2121,848,Premium,19.99,2024-06-04,,Active
2122,848,Premium,19.99,2024-12-01,,Active
2123,849,Basic,9.99,2023-06-07,,Active
2124,849,Basic,9.99,2023-12-04,,Active
2125,849,Basic,9.99,2024-06-01,,Active
2126,849,Basic,9.99,2024-11-28,,Active
2127,850,Basic,9.99,2023-12-26,,Active
2128,850,Basic,9.99,2024-06-23,2024-10-21,Canceled
2129,851,Standard,14.99,2023-04-04,,Active
2130,851,Standard,14.99,2023-10-01,,Active
2131,851,Standard,14.99,2024-03-29,2024-06-02,Canceled
2132,852,Premium,19.99,2023-11-24,2024-11-23,Canceled
2133,853,Standard,14.99,2023-06-19,,Active
2134,853,Standard,14.99,2023-12-16,,Active
2135,853,Standard,14.99,2024-06-13,,Active
2136,853,Standard,14.99,2024-12-10,,Active
2137,854,Standard,14.99,2023-03-27,2024-03-24,Canceled
2138,855,Basic,9.99,2023-08-17,,Active
2139,855,Basic,9.99,2024-02-13,2024-04-29,Canceled
2140,856,Standard,14.99,2023-12-21,,Active
2141,856,Standard,14.99,2024-06-18,,Active
2142,856,Premium,19.99,2024-12-15,,Active
2143,857,Standard,14.99,2023-01-01,,Active
2144,857,Standard,14.99,2023-06-30,,Active
2145,857,Standard,14.99,2023-12-27,,Active
2146,857,Standard,14.99,2024-06-24,,Active
2147,857,Standard,14.99,2024-12-21,,Active
2148,858,Premium,19.99,2023-03-27,,Active
2149,858,Premium,19.99,2023-09-23,,Active
2150,858,Basic,9.99,2024-03-21,,Active
2151,858,Basic,9.99,2024-09-17,,Active
2152,859,Basic,9.99,2023-10-07,2024-08-05,Canceled
2153,860,Standard,14.99,2023-11-30,,Active
2154,860,Standard,14.99,2024-05-28,,Active
2155,860,Premium,19.99,2024-11-24,2025-03-12,Canceled
2156,861,Standard,14.99,2023-01-18,2023-09-29,Canceled
2157,862,Premium,19.99,2023-02-23,2023-10-13,Canceled
2158,863,Basic,9.99,2023-03-24,,Active
2159,863,Basic,9.99,2023-09-20,,Active
2160,863,Basic,9.99,2024-03-18,,Active
2161,863,Basic,9.99,2024-09-14,,Active
2162,864,Premium,19.99,2023-11-01,,Active
2163,864,Premium,19.99,2024-04-29,,Active
2164,864,Premium,19.99,2024-10-26,,Active
2165,865,Basic,9.99,2023-08-09,,Active
2166,865,Basic,9.99,2024-02-05,,Active
2167,865,Basic,9.99,2024-08-03,,Active
2168,866,Basic,9.99,2023-03-22,2024-02-04,Canceled
2169,867,Standard,14.99,2023-04-08,,Active
2170,867,Basic,9.99,2023-10-05,,Active
2171,867,Basic,9.99,2024-04-02,,Active
2172,867,Basic,9.99,2024-09-29,2025-06-14,Canceled
2173,868,Premium,19.99,2023-05-16,2023-08-08,Canceled
2174,869,Standard,14.99,2023-02-19,,Active
2175,869,Standard,14.99,2023-08-18,2024-07-07,Canceled
2176,870,Standard,14.99,2023-09-09,,Active
2177,870,Standard,14.99,2024-03-07,,Active
2178,870,Standard,14.99,2024-09-03,,Active
2179,871,Premium,19.99,2023-08-07,,Active
2180,871,Premium,19.99,2024-02-03,,Active
2181,871,Basic,9.99,2024-08-01,,Active
2182,872,Basic,9.99,2023-09-03,2024-02-11,Canceled
2183,873,Standard,14.99,2023-03-29,2024-01-31,Canceled
2184,874,Basic,9.99,2023-03-01,,Active
2185,874,Premium,19.99,2023-08-28,,Active
2186,874,Premium,19.99,2024-02-24,,Active
2187,874,Premium,19.99,2024-08-22,,Active
2188,875,Basic,9.99,2023-09-08,,Active
2189,875,Basic,9.99,2024-03-06,,Active
2190,875,Basic,9.99,2024-09-02,,Active
2191,876,Premium,19.99,2023-07-18,,Active
2192,876,Premium,19.99,2024-01-14,,Active
2193,876,Premium,19.99,2024-07-12,,Active
2194,877,Premium,19.99,2023-04-06,,Active
2195,877,Premium,19.99,2023-10-03,2024-01-30,Canceled
2196,878,Basic,9.99,2023-08-27,,Active
2197,878,Basic,9.99,2024-02-23,,Active
2198,878,Basic,9.99,2024-08-21,,Active
2199,879,Premium,19.99,2023-02-01,,Active
2200,879,Standard,14.99,2023-07-31,,Active
2201,879,Standard,14.99,2024-01-27,,Active
2202,879,Standard,14.99,2024-07-25,2024-10-03,Canceled
2203,880,Premium,19.99,2023-02-13,,Active
2204,880,Premium,19.99,2023-08-12,2024-04-16,Canceled
2205,881,Premium,19.99,2023-10-29,,Active
2206,881,Premium,19.99,2024-04-26,,Active
2207,881,Premium,19.99,2024-10-23,,Active
2208,882,Premium,19.99,2023-09-25,,Active
2209,882,Premium,19.99,2024-03-23,,Active
2210,882,Basic,9.99,2024-09-19,,Active
2211,883,Premium,19.99,2023-10-21,,Active
2212,883,Premium,19.99,2024-04-18,,Active
2213,883,Premium,19.99,2024-10-15,2025-04-17,Canceled
2214,884,Basic,9.99,2023-07-22,,Active
2215,884,Basic,9.99,2024-01-18,,Active
2216,884,Basic,9.99,2024-07-16,,Active
2217,885,Standard,14.99,2023-10-20,,Active
2218,885,Standard,14.99,2024-04-17,,Active
2219,885,Standard,14.99,2024-10-14,,Active
2220,886,Standard,14.99,2023-03-30,2023-07-02,Canceled
2221,887,Premium,19.99,2023-01-22,,Active
2222,887,Standard,14.99,2023-07-21,,Active
2223,887,Basic,9.99,2024-01-17,2024-07-13,Canceled
2224,888,Basic,9.99,2023-04-14,2023-08-27,Canceled
2225,889,Standard,14.99,2023-06-13,2023-10-19,Canceled
2226,890,Premium,19.99,2023-07-23,,Active
2227,890,Premium,19.99,2024-01-19,,Active
2228,890,Basic,9.99,2024-07-17,,Active
2229,891,Basic,9.99,2023-08-23,,Active
2230,891,Premium,19.99,2024-02-19,,Active
2231,891,Premium,19.99,2024-08-17,,Active
2232,892,Standard,14.99,2023-10-28,2024-03-06,Canceled
2233,893,Standard,14.99,2023-08-01,,Active
2234,893,Standard,14.99,2024-01-28,,Active
2235,893,Standard,14.99,2024-07-26,,Active
2236,894,Basic,9.99,2023-10-26,,Active
2237,894,Basic,9.99,2024-04-23,,Active
2238,894,Basic,9.99,2024-10-20,2025-04-07,Canceled
2239,895,Basic,9.99,2023-05-27,2023-10-22,Canceled
2240,896,Standard,14.99,2023-07-16,2024-06-23,Canceled
2241,897,Premium,19.99,2023-08-31,,Active
2242,897,Premium,19.99,2024-02-27,2024-06-02,Canceled
2243,898,Basic,9.99,2023-03-15,,Active
2244,898,Basic,9.99,2023-09-11,,Active
2245,898,Basic,9.99,2024-03-09,,Active
2246,898,Basic,9.99,2024-09-05,,Active
2247,899,Basic,9.99,2023-01-20,2024-01-04,Canceled
2248,900,Basic,9.99,2023-01-26,,Active
2249,900,Basic,9.99,2023-07-25,,Active
2250,900,Basic,9.99,2024-01-21,2024-09-22,Canceled
2251,901,Basic,9.99,2023-06-22,2024-01-02,Canceled
2252,902,Standard,14.99,2023-12-23,,Active
2253,902,Standard,14.99,2024-06-20,,Active
2254,902,Standard,14.99,2024-12-17,,Active
2255,903,Basic,9.99,2023-06-03,,Active
2256,903,Premium,19.99,2023-11-30,,Active
2257,903,Premium,19.99,2024-05-28,,Active
2258,903,Premium,19.99,2024-11-24,,Active
2259,904,Basic,9.99,2023-08-02,,Active
2260,904,Basic,9.99,2024-01-29,,Active
2261,904,Premium,19.99,2024-07-27,,Active
2262,905,Premium,19.99,2023-08-15,,Active
2263,905,Premium,19.99,2024-02-11,,Active
2264,905,Premium,19.99,2024-08-09,,Active
2265,906,Basic,9.99,2023-09-22,,Active
2266,906,Basic,9.99,2024-03-20,,Active
2267,906,Basic,9.99,2024-09-16,,Active
2268,907,Basic,9.99,2023-03-23,,Active
2269,907,Basic,9.99,2023-09-19,2023-12-03,Canceled
2270,908,Standard,14.99,2023-07-26,,Active
2271,908,Basic,9.99,2024-01-22,2024-06-04,Canceled
2272,909,Premium,19.99,2023-01-15,,Active
2273,909,Standard,14.99,2023-07-14,,Active
2274,909,Standard,14.99,2024-01-10,,Active
2275,909,Standard,14.99,2024-07-08,,Active
2276,910,Standard,14.99,2023-05-08,,Active
2277,910,Standard,14.99,2023-11-04,,Active
2278,910,Standard,14.99,2024-05-02,,Active
2279,910,Standard,14.99,2024-10-29,,Active
2280,911,Standard,14.99,2023-12-27,2024-11-12,Canceled
2281,912,Standard,14.99,2023-09-16,,Active
2282,912,Standard,14.99,2024-03-14,,Active
2283,912,Standard,14.99,2024-09-10,,Active
2284,913,Premium,19.99,2023-05-04,2024-04-14,Canceled
2285,914,Premium,19.99,2023-04-01,2024-03-19,Canceled
2286,915,Basic,9.99,2023-06-26,,Active
2287,915,Basic,9.99,2023-12-23,,Active
2288,915,Standard,14.99,2024-06-20,,Active
2289,915,Standard,14.99,2024-12-17,,Active
2290,916,Premium,19.99,2023-05-26,2023-08-26,Canceled
2291,917,Standard,14.99,2023-10-20,,Active
2292,917,Standard,14.99,2024-04-17,,Active
2293,917,Standard,14.99,2024-10-14,2025-05-09,Canceled
2294,918,Premium,19.99,2023-12-13,,Active
2295,918,Premium,19.99,2024-06-10,2025-01-16,Canceled
