payment_id,user_id,subscription_id,amount,payment_date,payment_status
6156,211,520,9.99,2023-11-09,Recovered
6157,211,520,9.99,2023-11-06,Failed
6158,211,520,9.99,2023-12-06,Success
6159,211,520,9.99,2024-01-05,Success
6160,211,520,9.99,2024-02-04,Success
6161,211,520,9.99,2024-03-05,Success
6162,212,521,19.99,2023-12-12,Success
6163,212,521,19.99,2024-01-11,Success
6164,212,521,19.99,2024-02-10,Success
6165,212,521,19.99,2024-03-11,Success
6166,212,521,19.99,2024-04-10,Success
6167,212,521,19.99,2024-05-10,Success
6168,212,521,19.99,2024-06-09,Success
6169,212,521,19.99,2024-07-09,Success
6170,212,521,19.99,2024-08-08,Success
6171,212,521,19.99,2024-09-07,Success
6172,212,521,19.99,2024-10-07,Success
6173,212,521,19.99,2024-11-06,Success
6174,212,521,19.99,2024-12-06,Success
6175,212,522,14.99,2024-06-09,Success
6176,212,522,14.99,2024-07-09,Success
6177,212,522,14.99,2024-08-08,Success
6178,212,522,14.99,2024-09-07,Success
6179,212,522,14.99,2024-10-07,Success
6180,212,522,14.99,2024-11-06,Success
6181,212,522,14.99,2024-12-06,Success
6182,212,523,14.99,2024-12-06,Success
6183,213,524,14.99,2023-10-23,Success
6184,213,524,14.99,2023-11-22,Failed
6185,213,524,14.99,2023-12-22,Success
6186,213,524,14.99,2024-01-21,Success
6187,213,524,14.99,2024-02-20,Success
6188,213,524,14.99,2024-03-21,Success
6189,213,524,14.99,2024-04-20,Success
6190,213,524,14.99,2024-05-20,Success
6191,213,524,14.99,2024-06-19,Failed
6192,213,524,14.99,2024-07-19,Success
6193,213,524,14.99,2024-08-18,Success
6194,213,524,14.99,2024-09-17,Success
6195,213,524,14.99,2024-10-17,Success
6196,213,524,14.99,2024-11-16,Success
6197,213,524,14.99,2024-12-16,Success
6198,213,525,14.99,2024-04-20,Success
6199,213,525,14.99,2024-05-20,Success
6200,213,525,14.99,2024-06-19,Success
6201,213,525,14.99,2024-07-19,Success
6202,213,525,14.99,2024-08-18,Success
6203,213,525,14.99,2024-09-17,Success
6204,213,525,14.99,2024-10-17,Success
6205,213,525,14.99,2024-11-16,Success
6206,213,525,14.99,2024-12-16,Success
6207,213,526,14.99,2024-10-17,Success
6208,213,526,14.99,2024-11-16,Success
6209,213,526,14.99,2024-12-16,Success
6210,214,527,19.99,2023-09-23,Success
6211,214,527,19.99,2023-10-23,Success
6212,214,527,19.99,2023-11-22,Success
6213,214,527,19.99,2023-12-22,Success
6214,214,527,19.99,2024-01-21,Success
6215,214,527,19.99,2024-02-20,Success
6216,214,527,19.99,2024-03-21,Success
6217,214,527,19.99,2024-04-20,Success
6218,214,527,19.99,2024-05-20,Success
6219,214,527,19.99,2024-06-19,Success
6220,214,527,19.99,2024-07-19,Success
6221,214,527,19.99,2024-08-18,Success
6222,214,527,19.99,2024-09-17,Success
6223,214,527,19.99,2024-10-17,Success
6224,214,527,19.99,2024-11-19,Recovered
6225,214,527,19.99,2024-11-16,Failed
6226,214,527,19.99,2024-12-16,Success
6227,214,528,19.99,2024-03-21,Success
6228,214,528,19.99,2024-04-20,Failed
6229,214,528,19.99,2024-05-20,Success
6230,214,528,19.99,2024-06-19,Success
6231,214,528,19.99,2024-07-19,Success
6232,214,528,19.99,2024-08-18,Success
6233,214,528,19.99,2024-09-17,Success
6234,214,528,19.99,2024-10-17,Success
6235,214,528,19.99,2024-11-16,Success
6236,214,528,19.99,2024-12-16,Success
6237,214,529,19.99,2024-09-17,Success
6238,214,529,19.99,2024-10-17,Success
6239,214,529,19.99,2024-11-16,Success
6240,215,530,9.99,2023-10-27,Success
6241,215,530,9.99,2023-11-26,Success
6242,215,530,9.99,2023-12-26,Success
6243,215,530,9.99,2024-01-25,Success
6244,215,530,9.99,2024-02-24,Success
6245,215,530,9.99,2024-03-25,Success
6246,215,530,9.99,2024-04-24,Success
6247,215,530,9.99,2024-05-27,Recovered
6248,215,530,9.99,2024-05-24,Failed
6249,215,530,9.99,2024-06-26,Recovered
6250,215,530,9.99,2024-06-23,Failed
6251,215,530,9.99,2024-07-23,Success
6252,215,530,9.99,2024-08-22,Success
6253,215,530,9.99,2024-09-21,Success
6254,215,530,9.99,2024-10-21,Success
6255,215,530,9.99,2024-11-20,Success
6256,215,530,9.99,2024-12-20,Success
6257,215,531,9.99,2024-04-24,Success
6258,215,531,9.99,2024-05-24,Success
6259,215,531,9.99,2024-06-23,Success
6260,215,531,9.99,2024-07-23,Success
6261,215,531,9.99,2024-08-22,Success
6262,215,531,9.99,2024-09-21,Success
6263,215,531,9.99,2024-10-21,Success
6264,215,531,9.99,2024-11-20,Success
6265,215,531,9.99,2024-12-20,Success
6266,215,532,19.99,2024-10-21,Success
6267,215,532,19.99,2024-11-20,Success
6268,215,532,19.99,2024-12-20,Success
6269,216,533,19.99,2023-08-29,Success
6270,216,533,19.99,2023-09-28,Success
6271,216,533,19.99,2023-10-28,Success
6272,216,533,19.99,2023-11-27,Success
6273,216,533,19.99,2023-12-27,Success
6274,216,533,19.99,2024-01-26,Success
6275,216,533,19.99,2024-02-28,Recovered
6276,216,533,19.99,2024-02-25,Failed
6277,216,533,19.99,2024-03-26,Success
6278,216,533,19.99,2024-04-25,Success
6279,216,533,19.99,2024-05-25,Success
6280,216,533,19.99,2024-06-24,Success
6281,216,533,19.99,2024-07-24,Success
6282,216,533,19.99,2024-08-23,Success
6283,216,533,19.99,2024-09-22,Success
6284,216,533,19.99,2024-10-22,Success
6285,216,533,19.99,2024-11-21,Success
6286,216,533,19.99,2024-12-21,Success
6287,216,534,19.99,2024-02-28,Recovered
6288,216,534,19.99,2024-02-25,Failed
6289,216,534,19.99,2024-03-26,Success
6290,216,534,19.99,2024-04-28,Recovered
6291,216,534,19.99,2024-04-25,Failed
6292,216,534,19.99,2024-05-25,Success
6293,216,534,19.99,2024-06-24,Success
6294,216,534,19.99,2024-07-24,Success
6295,216,534,19.99,2024-08-23,Success
6296,216,534,19.99,2024-09-22,Success
6297,216,534,19.99,2024-10-25,Recovered
6298,216,534,19.99,2024-10-22,Failed
6299,216,534,19.99,2024-11-21,Success
6300,216,534,19.99,2024-12-21,Failed
6301,216,535,19.99,2024-08-23,Success
6302,216,535,19.99,2024-09-22,Success
6303,216,535,19.99,2024-10-22,Success
6304,216,535,19.99,2024-11-21,Success
6305,216,535,19.99,2024-12-21,Success
6306,217,536,9.99,2023-12-10,Success
6307,217,536,9.99,2024-01-09,Success
6308,217,536,9.99,2024-02-08,Success
6309,217,536,9.99,2024-03-09,Success
6310,217,536,9.99,2024-04-08,Success
6311,217,536,9.99,2024-05-08,Success
6312,217,536,9.99,2024-06-07,Success
6313,217,536,9.99,2024-07-07,Success
6314,217,536,9.99,2024-08-06,Success
6315,217,536,9.99,2024-09-05,Success
6316,217,536,9.99,2024-10-05,Success
6317,217,536,9.99,2024-11-04,Success
6318,217,536,9.99,2024-12-04,Success
6319,217,537,9.99,2024-06-07,Success
6320,217,537,9.99,2024-07-07,Success
6321,217,537,9.99,2024-08-06,Success
6322,217,537,9.99,2024-09-05,Success
6323,217,537,9.99,2024-10-05,Success
6324,217,537,9.99,2024-11-04,Success
6325,217,537,9.99,2024-12-04,Success
6326,217,538,9.99,2024-12-04,Success
6327,217,538,9.99,2025-01-03,Success
6328,217,538,9.99,2025-02-02,Success
6329,217,538,9.99,2025-03-04,Success
6330,217,538,9.99,2025-04-03,Success
6331,217,538,9.99,2025-05-03,Success
6332,217,538,9.99,2025-06-02,Success
6333,217,538,9.99,2025-07-02,Failed
6334,218,539,14.99,2023-07-30,Success
6335,218,539,14.99,2023-08-29,Success
6336,218,539,14.99,2023-09-28,Success
6337,218,539,14.99,2023-10-31,Recovered
6338,218,539,14.99,2023-10-28,Failed
6339,218,539,14.99,2023-11-27,Success
6340,218,539,14.99,2023-12-27,Success
6341,218,539,14.99,2024-01-26,Success
6342,218,539,14.99,2024-02-25,Success
6343,218,539,14.99,2024-03-26,Success
6344,218,539,14.99,2024-04-25,Success
6345,218,539,14.99,2024-05-25,Success
6346,218,539,14.99,2024-06-24,Success
6347,218,539,14.99,2024-07-27,Recovered
6348,218,539,14.99,2024-07-24,Failed
6349,218,539,14.99,2024-08-23,Success
6350,218,539,14.99,2024-09-22,Success
6351,218,539,14.99,2024-10-22,Success
6352,218,539,14.99,2024-11-21,Success
6353,218,539,14.99,2024-12-21,Success
6354,218,540,14.99,2024-01-26,Success
6355,218,540,14.99,2024-02-25,Success
6356,218,540,14.99,2024-03-26,Success
6357,218,540,14.99,2024-04-25,Success
6358,218,540,14.99,2024-05-25,Success
6359,218,540,14.99,2024-06-24,Success
6360,219,541,19.99,2023-10-09,Success
6361,219,541,19.99,2023-11-08,Success
6362,219,541,19.99,2023-12-08,Success
6363,219,541,19.99,2024-01-07,Success
6364,219,541,19.99,2024-02-06,Success
6365,219,541,19.99,2024-03-07,Success
6366,219,541,19.99,2024-04-06,Success
6367,219,541,19.99,2024-05-06,Success
6368,219,541,19.99,2024-06-05,Success
6369,219,541,19.99,2024-07-05,Success
6370,219,541,19.99,2024-08-04,Success
6371,219,541,19.99,2024-09-03,Success
6372,219,541,19.99,2024-10-06,Recovered
6373,219,541,19.99,2024-10-03,Failed
6374,219,541,19.99,2024-11-02,Success
6375,219,541,19.99,2024-12-02,Success
6376,219,542,19.99,2024-04-06,Success
6377,219,542,19.99,2024-05-06,Success
6378,219,542,19.99,2024-06-05,Success
6379,219,542,19.99,2024-07-05,Success
6380,219,542,19.99,2024-08-04,Success
6381,219,542,19.99,2024-09-03,Success
6382,219,542,19.99,2024-10-03,Success
6383,219,542,19.99,2024-11-02,Success
6384,219,542,19.99,2024-12-02,Success
6385,219,543,19.99,2024-10-03,Success
6386,219,543,19.99,2024-11-02,Success
6387,219,543,19.99,2024-12-02,Success
6388,219,543,19.99,2025-01-01,Success
6389,220,544,14.99,2023-05-13,Recovered
6390,220,544,14.99,2023-05-10,Failed
6391,220,544,14.99,2023-06-12,Recovered
6392,220,544,14.99,2023-06-09,Failed
6393,220,544,14.99,2023-07-09,Failed
6394,220,544,14.99,2023-08-08,Success
6395,220,544,14.99,2023-09-07,Success
6396,220,544,14.99,2023-10-07,Success
6397,220,544,14.99,2023-11-06,Success
6398,220,544,14.99,2023-12-06,Success
6399,220,544,14.99,2024-01-05,Success
6400,220,544,14.99,2024-02-04,Success
6401,220,544,14.99,2024-03-05,Success
6402,220,544,14.99,2024-04-07,Recovered
6403,220,544,14.99,2024-04-04,Failed
6404,220,544,14.99,2024-05-04,Success
6405,220,544,14.99,2024-06-03,Success
6406,220,544,14.99,2024-07-03,Success
6407,220,544,14.99,2024-08-02,Success
6408,220,544,14.99,2024-09-01,Success
6409,220,544,14.99,2024-10-01,Success
6410,220,544,14.99,2024-10-31,Success
6411,220,544,14.99,2024-11-30,Success
6412,220,544,14.99,2024-12-30,Success
6413,220,545,14.99,2023-11-06,Success
6414,220,545,14.99,2023-12-06,Success
6415,220,545,14.99,2024-01-05,Success
6416,220,545,14.99,2024-02-04,Success
6417,220,545,14.99,2024-03-05,Success
6418,220,545,14.99,2024-04-04,Success
6419,220,545,14.99,2024-05-04,Success
6420,220,545,14.99,2024-06-03,Success
6421,220,545,14.99,2024-07-03,Success
6422,220,545,14.99,2024-08-02,Success
6423,220,545,14.99,2024-09-01,Success
6424,220,545,14.99,2024-10-01,Success
6425,220,545,14.99,2024-10-31,Failed
6426,220,545,14.99,2024-11-30,Success
6427,220,545,14.99,2024-12-30,Success
6428,220,546,14.99,2024-05-04,Success
6429,220,546,14.99,2024-06-03,Success
6430,220,546,14.99,2024-07-03,Success
6431,220,546,14.99,2024-08-02,Success
6432,220,546,14.99,2024-09-01,Success
6433,220,546,14.99,2024-10-01,Success
6434,220,546,14.99,2024-10-31,Success
6435,220,546,14.99,2024-11-30,Failed
6436,220,546,14.99,2025-01-02,Recovered
6437,220,546,14.99,2024-12-30,Failed
6438,220,547,14.99,2024-10-31,Success
6439,220,547,14.99,2024-11-30,Success
6440,220,547,14.99,2024-12-30,Success
6441,220,547,14.99,2025-01-29,Failed
6442,220,547,14.99,2025-03-03,Recovered
6443,220,547,14.99,2025-02-28,Failed
6444,220,547,14.99,2025-03-30,Success
6445,220,547,14.99,2025-04-29,Success
6446,220,547,14.99,2025-05-29,Success
6447,221,548,19.99,2023-01-04,Recovered
6448,221,548,19.99,2023-01-01,Failed
6449,221,548,19.99,2023-01-31,Success
6450,221,548,19.99,2023-03-02,Success
6451,221,548,19.99,2023-04-01,Success
6452,221,548,19.99,2023-05-01,Success
6453,221,548,19.99,2023-05-31,Success
6454,221,548,19.99,2023-06-30,Success
6455,221,548,19.99,2023-07-30,Success
6456,221,548,19.99,2023-08-29,Success
6457,221,548,19.99,2023-09-28,Success
6458,221,548,19.99,2023-10-31,Recovered
6459,221,548,19.99,2023-10-28,Failed
6460,221,548,19.99,2023-11-27,Success
6461,221,548,19.99,2023-12-27,Success
6462,221,548,19.99,2024-01-26,Success
6463,221,548,19.99,2024-02-25,Success
6464,221,548,19.99,2024-03-26,Success
6465,221,548,19.99,2024-04-25,Success
6466,221,548,19.99,2024-05-25,Success
6467,221,548,19.99,2024-06-24,Success
6468,221,548,19.99,2024-07-24,Success
6469,221,548,19.99,2024-08-23,Success
6470,221,548,19.99,2024-09-25,Recovered
6471,221,548,19.99,2024-09-22,Failed
6472,221,548,19.99,2024-10-22,Success
6473,221,548,19.99,2024-11-21,Success
6474,221,548,19.99,2024-12-21,Success
6475,221,549,19.99,2023-06-30,Success
6476,221,549,19.99,2023-07-30,Success
6477,221,549,19.99,2023-08-29,Success
6478,221,549,19.99,2023-09-28,Success
6479,221,549,19.99,2023-10-28,Success
6480,221,549,19.99,2023-11-27,Success
6481,221,549,19.99,2023-12-27,Success
6482,221,549,19.99,2024-01-26,Success
6483,221,549,19.99,2024-02-25,Success
6484,221,549,19.99,2024-03-26,Success
6485,221,549,19.99,2024-04-25,Success
6486,221,549,19.99,2024-05-25,Success
6487,221,549,19.99,2024-06-24,Success
6488,221,549,19.99,2024-07-24,Success
6489,221,549,19.99,2024-08-23,Success
6490,221,549,19.99,2024-09-22,Failed
6491,221,549,19.99,2024-10-22,Success
6492,221,549,19.99,2024-11-21,Success
6493,221,549,19.99,2024-12-21,Success
6494,221,550,19.99,2023-12-27,Success
6495,221,550,19.99,2024-01-26,Success
6496,221,550,19.99,2024-02-25,Success
6497,221,550,19.99,2024-03-26,Success
6498,221,550,19.99,2024-04-25,Success
6499,221,550,19.99,2024-05-25,Failed
6500,221,550,19.99,2024-06-24,Success
6501,221,550,19.99,2024-07-24,Success
6502,221,550,19.99,2024-08-23,Success
6503,221,550,19.99,2024-09-22,Success
6504,221,550,19.99,2024-10-22,Success
6505,221,550,19.99,2024-11-21,Success
6506,221,550,19.99,2024-12-21,Success
6507,221,551,19.99,2024-06-24,Success
6508,221,551,19.99,2024-07-24,Success
6509,221,551,19.99,2024-08-23,Success
6510,221,551,19.99,2024-09-22,Success
6511,221,551,19.99,2024-10-22,Success
6512,221,551,19.99,2024-11-21,Success
6513,221,551,19.99,2024-12-21,Success
6514,221,552,19.99,2024-12-21,Success
6515,222,553,14.99,2023-07-31,Success
6516,222,553,14.99,2023-08-30,Success
6517,222,553,14.99,2023-09-29,Success
6518,222,553,14.99,2023-10-29,Success
6519,222,553,14.99,2023-11-28,Success
6520,222,553,14.99,2023-12-28,Success
6521,222,553,14.99,2024-01-27,Success
6522,222,553,14.99,2024-02-26,Success
6523,222,553,14.99,2024-03-27,Success
6524,222,553,14.99,2024-04-26,Success
6525,222,553,14.99,2024-05-26,Success
6526,222,553,14.99,2024-06-25,Success
6527,222,553,14.99,2024-07-25,Success
6528,222,553,14.99,2024-08-24,Success
6529,222,553,14.99,2024-09-23,Success
6530,222,553,14.99,2024-10-23,Success
6531,222,553,14.99,2024-11-22,Success
6532,222,553,14.99,2024-12-22,Success
6533,222,554,14.99,2024-01-27,Success
6534,222,554,14.99,2024-02-26,Success
6535,222,554,14.99,2024-03-27,Success
6536,222,554,14.99,2024-04-26,Success
6537,222,554,14.99,2024-05-26,Success
6538,222,554,14.99,2024-06-25,Success
6539,222,554,14.99,2024-07-25,Success
6540,222,554,14.99,2024-08-24,Success
6541,222,554,14.99,2024-09-23,Success
6542,222,554,14.99,2024-10-23,Success
6543,222,554,14.99,2024-11-22,Success
6544,222,554,14.99,2024-12-22,Success
6545,222,555,14.99,2024-07-25,Success
6546,222,555,14.99,2024-08-24,Success
6547,222,555,14.99,2024-09-23,Success
6548,222,555,14.99,2024-10-23,Success
6549,222,555,14.99,2024-11-22,Success
6550,222,555,14.99,2024-12-22,Success
6551,223,556,19.99,2023-11-15,Success
6552,223,556,19.99,2023-12-15,Success
6553,223,556,19.99,2024-01-14,Success
6554,223,556,19.99,2024-02-13,Success
6555,223,556,19.99,2024-03-14,Success
6556,223,556,19.99,2024-04-13,Success
6557,223,556,19.99,2024-05-13,Success
6558,223,556,19.99,2024-06-12,Success
6559,223,556,19.99,2024-07-12,Success
6560,223,556,19.99,2024-08-11,Success
6561,223,556,19.99,2024-09-10,Success
6562,223,556,19.99,2024-10-10,Success
6563,223,556,19.99,2024-11-09,Success
6564,223,556,19.99,2024-12-09,Success
6565,223,557,19.99,2024-05-13,Success
6566,223,557,19.99,2024-06-12,Success
6567,223,557,19.99,2024-07-12,Success
6568,223,557,19.99,2024-08-11,Success
6569,223,557,19.99,2024-09-10,Success
6570,223,557,19.99,2024-10-10,Success
6571,223,557,19.99,2024-11-09,Success
6572,224,558,19.99,2023-04-15,Success
6573,224,558,19.99,2023-05-15,Success
6574,224,558,19.99,2023-06-14,Success
6575,225,559,19.99,2023-08-13,Success
6576,225,559,19.99,2023-09-12,Success
6577,225,559,19.99,2023-10-12,Success
6578,225,559,19.99,2023-11-11,Success
6579,225,559,19.99,2023-12-11,Success
6580,225,559,19.99,2024-01-10,Success
6581,225,559,19.99,2024-02-09,Success
6582,225,559,19.99,2024-03-10,Success
6583,225,559,19.99,2024-04-09,Success
6584,225,559,19.99,2024-05-09,Failed
6585,225,559,19.99,2024-06-08,Success
6586,225,559,19.99,2024-07-08,Success
6587,225,559,19.99,2024-08-07,Success
6588,225,559,19.99,2024-09-06,Success
6589,225,559,19.99,2024-10-06,Success
6590,225,559,19.99,2024-11-05,Success
6591,225,559,19.99,2024-12-05,Success
6592,225,560,19.99,2024-02-09,Success
6593,225,560,19.99,2024-03-10,Success
6594,225,560,19.99,2024-04-09,Success
6595,225,560,19.99,2024-05-09,Success
6596,225,560,19.99,2024-06-08,Success
6597,225,560,19.99,2024-07-08,Success
6598,225,560,19.99,2024-08-07,Success
6599,225,560,19.99,2024-09-06,Success
6600,225,560,19.99,2024-10-06,Failed
6601,225,560,19.99,2024-11-05,Success
6602,225,560,19.99,2024-12-05,Success
6603,225,561,14.99,2024-08-07,Success
6604,225,561,14.99,2024-09-06,Success
6605,225,561,14.99,2024-10-06,Success
6606,225,561,14.99,2024-11-05,Success
6607,225,561,14.99,2024-12-05,Success
6608,226,562,14.99,2023-05-03,Success
6609,226,562,14.99,2023-06-02,Success
6610,226,562,14.99,2023-07-02,Success
6611,226,562,14.99,2023-08-01,Success
6612,226,562,14.99,2023-08-31,Success
6613,226,562,14.99,2023-09-30,Success
6614,227,563,9.99,2023-10-10,Success
6615,227,563,9.99,2023-11-12,Recovered
6616,227,563,9.99,2023-11-09,Failed
6617,227,563,9.99,2023-12-09,Success
6618,227,563,9.99,2024-01-08,Success
6619,227,563,9.99,2024-02-10,Recovered
6620,227,563,9.99,2024-02-07,Failed
6621,227,563,9.99,2024-03-08,Success
6622,227,563,9.99,2024-04-07,Success
6623,227,563,9.99,2024-05-07,Success
6624,227,563,9.99,2024-06-06,Success
6625,227,563,9.99,2024-07-06,Success
6626,228,564,19.99,2023-08-25,Success
6627,228,564,19.99,2023-09-24,Success
6628,228,564,19.99,2023-10-27,Recovered
6629,228,564,19.99,2023-10-24,Failed
6630,228,564,19.99,2023-11-23,Success
6631,228,564,19.99,2023-12-23,Success
6632,229,565,14.99,2023-05-30,Success
6633,229,565,14.99,2023-06-29,Success
6634,229,565,14.99,2023-07-29,Success
6635,229,565,14.99,2023-08-28,Success
6636,229,565,14.99,2023-09-27,Success
6637,229,565,14.99,2023-10-27,Success
6638,229,565,14.99,2023-11-26,Success
6639,229,565,14.99,2023-12-26,Success
6640,229,565,14.99,2024-01-25,Failed
6641,229,565,14.99,2024-02-24,Success
6642,229,565,14.99,2024-03-25,Success
6643,229,565,14.99,2024-04-24,Success
6644,229,565,14.99,2024-05-24,Success
6645,229,565,14.99,2024-06-23,Success
6646,229,565,14.99,2024-07-23,Success
6647,229,565,14.99,2024-08-22,Success
6648,229,565,14.99,2024-09-21,Failed
6649,229,565,14.99,2024-10-21,Success
6650,229,565,14.99,2024-11-20,Success
6651,229,565,14.99,2024-12-20,Success
6652,229,566,14.99,2023-11-26,Success
6653,229,566,14.99,2023-12-26,Success
6654,229,566,14.99,2024-01-25,Success
6655,229,566,14.99,2024-02-24,Success
6656,229,566,14.99,2024-03-28,Recovered
6657,229,566,14.99,2024-03-25,Failed
6658,229,566,14.99,2024-04-24,Success
6659,229,566,14.99,2024-05-24,Success
6660,229,566,14.99,2024-06-23,Success
6661,229,566,14.99,2024-07-23,Success
6662,229,566,14.99,2024-08-22,Success
6663,229,566,14.99,2024-09-21,Success
6664,229,566,14.99,2024-10-21,Success
6665,229,566,14.99,2024-11-20,Success
6666,229,566,14.99,2024-12-20,Success
6667,229,567,14.99,2024-05-24,Success
6668,229,567,14.99,2024-06-23,Success
6669,229,567,14.99,2024-07-23,Success
6670,229,567,14.99,2024-08-22,Success
6671,229,567,14.99,2024-09-21,Success
6672,229,567,14.99,2024-10-21,Failed
6673,229,567,14.99,2024-11-20,Success
6674,229,567,14.99,2024-12-20,Success
6675,229,568,14.99,2024-11-23,Recovered
6676,229,568,14.99,2024-11-20,Failed
6677,229,568,14.99,2024-12-20,Success
6678,230,569,9.99,2023-09-05,Success
6679,230,569,9.99,2023-10-05,Success
6680,230,569,9.99,2023-11-04,Success
6681,230,569,9.99,2023-12-04,Success
6682,230,569,9.99,2024-01-03,Failed
6683,230,569,9.99,2024-02-02,Success
6684,230,569,9.99,2024-03-03,Success
6685,230,569,9.99,2024-04-05,Recovered
6686,230,569,9.99,2024-04-02,Failed
6687,230,569,9.99,2024-05-02,Success
6688,230,569,9.99,2024-06-01,Success
6689,230,569,9.99,2024-07-01,Success
6690,230,569,9.99,2024-07-31,Success
6691,230,569,9.99,2024-08-30,Success
6692,230,569,9.99,2024-09-29,Success
6693,230,569,9.99,2024-10-29,Success
6694,230,569,9.99,2024-11-28,Success
6695,230,569,9.99,2024-12-28,Failed
6696,230,570,9.99,2024-03-03,Success
6697,230,570,9.99,2024-04-05,Recovered
6698,230,570,9.99,2024-04-02,Failed
6699,230,570,9.99,2024-05-02,Success
6700,230,570,9.99,2024-06-01,Success
6701,230,570,9.99,2024-07-01,Failed
6702,230,570,9.99,2024-07-31,Success
6703,230,570,9.99,2024-08-30,Success
6704,230,570,9.99,2024-09-29,Success
6705,230,570,9.99,2024-10-29,Success
6706,230,570,9.99,2024-11-28,Success
6707,230,570,9.99,2024-12-28,Success
6708,230,571,9.99,2024-08-30,Success
6709,230,571,9.99,2024-09-29,Success
6710,230,571,9.99,2024-10-29,Success
6711,230,571,9.99,2024-11-28,Success
6712,230,571,9.99,2024-12-28,Success
6713,231,572,19.99,2023-03-16,Success
6714,231,572,19.99,2023-04-15,Success
6715,231,572,19.99,2023-05-15,Success
6716,231,572,19.99,2023-06-14,Success
6717,231,572,19.99,2023-07-14,Success
6718,231,572,19.99,2023-08-13,Success
6719,231,572,19.99,2023-09-12,Success
6720,231,572,19.99,2023-10-12,Success
6721,231,572,19.99,2023-11-11,Success
6722,231,572,19.99,2023-12-11,Success
6723,231,572,19.99,2024-01-10,Success
6724,231,572,19.99,2024-02-09,Success
6725,231,572,19.99,2024-03-10,Success
6726,231,572,19.99,2024-04-09,Success
6727,231,572,19.99,2024-05-09,Success
6728,231,572,19.99,2024-06-08,Success
6729,231,572,19.99,2024-07-08,Success
6730,231,572,19.99,2024-08-07,Success
6731,231,572,19.99,2024-09-06,Success
6732,231,572,19.99,2024-10-06,Success
6733,231,572,19.99,2024-11-05,Success
6734,231,572,19.99,2024-12-05,Success
6735,231,573,19.99,2023-09-12,Success
6736,231,573,19.99,2023-10-12,Failed
6737,231,573,19.99,2023-11-11,Success
6738,231,573,19.99,2023-12-14,Recovered
6739,231,573,19.99,2023-12-11,Failed
6740,231,573,19.99,2024-01-10,Success
6741,231,573,19.99,2024-02-09,Success
6742,231,573,19.99,2024-03-10,Success
6743,231,573,19.99,2024-04-09,Success
6744,231,573,19.99,2024-05-09,Success
6745,231,573,19.99,2024-06-08,Success
6746,231,573,19.99,2024-07-08,Success
6747,231,573,19.99,2024-08-07,Success
6748,231,573,19.99,2024-09-06,Success
6749,231,573,19.99,2024-10-06,Success
6750,231,573,19.99,2024-11-05,Success
6751,231,573,19.99,2024-12-05,Success
6752,231,574,19.99,2024-03-10,Success
6753,231,574,19.99,2024-04-09,Success
6754,231,574,19.99,2024-05-09,Success
6755,231,574,19.99,2024-06-08,Success
6756,231,574,19.99,2024-07-08,Success
6757,231,574,19.99,2024-08-07,Success
6758,231,574,19.99,2024-09-06,Success
6759,231,574,19.99,2024-10-06,Success
6760,231,574,19.99,2024-11-05,Success
6761,231,574,19.99,2024-12-05,Success
6762,231,575,19.99,2024-09-06,Success
6763,231,575,19.99,2024-10-06,Success
6764,231,575,19.99,2024-11-05,Success
6765,231,575,19.99,2024-12-05,Success
6766,232,576,19.99,2023-03-11,Success
6767,232,576,19.99,2023-04-10,Success
6768,232,576,19.99,2023-05-10,Success
6769,232,576,19.99,2023-06-09,Success
6770,232,576,19.99,2023-07-12,Recovered
6771,232,576,19.99,2023-07-09,Failed
6772,232,576,19.99,2023-08-08,Success
6773,232,576,19.99,2023-09-07,Success
6774,232,576,19.99,2023-10-07,Success
6775,232,576,19.99,2023-11-06,Failed
6776,232,576,19.99,2023-12-06,Success
6777,232,576,19.99,2024-01-05,Success
6778,232,576,19.99,2024-02-04,Success
6779,232,576,19.99,2024-03-05,Success
6780,232,576,19.99,2024-04-04,Success
6781,232,576,19.99,2024-05-04,Success
6782,232,576,19.99,2024-06-03,Success
6783,232,576,19.99,2024-07-03,Success
6784,232,576,19.99,2024-08-02,Success
6785,232,576,19.99,2024-09-01,Success
6786,232,576,19.99,2024-10-01,Success
6787,232,576,19.99,2024-10-31,Success
6788,232,576,19.99,2024-11-30,Success
6789,232,576,19.99,2024-12-30,Success
6790,232,577,19.99,2023-09-07,Success
6791,232,577,19.99,2023-10-07,Success
6792,232,577,19.99,2023-11-06,Success
6793,232,577,19.99,2023-12-06,Success
6794,232,577,19.99,2024-01-05,Success
6795,232,577,19.99,2024-02-04,Success
6796,232,577,19.99,2024-03-05,Failed
6797,232,577,19.99,2024-04-04,Success
6798,232,577,19.99,2024-05-04,Success
6799,232,577,19.99,2024-06-03,Success
6800,232,577,19.99,2024-07-03,Success
6801,232,577,19.99,2024-08-02,Success
6802,233,578,14.99,2023-09-17,Success
6803,233,578,14.99,2023-10-17,Success
6804,233,578,14.99,2023-11-16,Success
6805,233,578,14.99,2023-12-16,Success
6806,233,578,14.99,2024-01-15,Success
6807,233,578,14.99,2024-02-14,Success
6808,233,578,14.99,2024-03-15,Success
6809,233,578,14.99,2024-04-14,Success
6810,233,578,14.99,2024-05-14,Success
6811,233,578,14.99,2024-06-13,Success
6812,233,578,14.99,2024-07-13,Success
6813,233,578,14.99,2024-08-12,Success
6814,233,578,14.99,2024-09-11,Success
6815,233,578,14.99,2024-10-11,Success
