user_id,age,country,device,acquisition_channel,signup_date
552,54,Germany,Mobile,Google Ads,2023-04-14
553,51,UK,Mobile,Google Ads,2023-06-17
554,49,Thailand,Tablet,Referral,2023-10-26
555,47,Singapore,Tablet,Referral,2023-01-29
556,54,Thailand,Tablet,Referral,2023-08-22
557,37,India,Mobile,Referral,2023-12-11
558,18,India,Mobile,Affiliate,2023-05-11
559,20,UK,Desktop,Organic,2023-02-07
560,21,Thailand,Desktop,Organic,2023-10-05
561,44,Singapore,Mobile,Referral,2023-05-27
562,42,UK,Desktop,Referral,2023-07-11
563,60,Australia,Tablet,Google Ads,2023-02-11
564,40,Thailand,Mobile,Affiliate,2023-12-01
565,51,Singapore,Tablet,Google Ads,2023-07-21
566,19,USA,Desktop,Affiliate,2023-01-02
567,52,UK,Mobile,Google Ads,2023-08-06
568,40,Singapore,Desktop,Google Ads,2023-08-24
569,20,Australia,Tablet,Referral,2023-02-27
570,19,Singapore,Mobile,Organic,2023-11-11
571,56,Thailand,Desktop,Affiliate,2023-02-21
572,21,Singapore,Tablet,Organic,2023-12-11
573,46,Singapore,Tablet,Google Ads,2023-07-25
574,26,Germany,Desktop,Google Ads,2023-01-29
575,38,Germany,Tablet,Facebook Ads,2023-10-22
576,37,Singapore,Tablet,Affiliate,2023-05-02
577,44,USA,Desktop,Organic,2023-04-24
578,55,India,Mobile,Referral,2023-10-13
579,49,Thailand,Desktop,Referral,2023-10-12
580,38,India,Desktop,Referral,2023-09-26
581,37,UK,Mobile,Affiliate,2023-03-18
582,33,Australia,Mobile,Facebook Ads,2023-08-31
583,27,Australia,Desktop,Organic,2023-12-29
584,44,UK,Tablet,Affiliate,2023-10-15
585,42,Singapore,Desktop,Google Ads,2023-03-10
586,59,Thailand,Desktop,Facebook Ads,2023-06-19
587,52,India,Mobile,Organic,2023-02-17
588,42,India,Tablet,Affiliate,2023-05-18
589,22,Singapore,Tablet,Affiliate,2023-01-21
590,48,Singapore,Desktop,Facebook Ads,2023-04-22
591,31,Singapore,Tablet,Organic,2023-01-08
592,33,India,Tablet,Google Ads,2023-09-03
593,33,Germany,Desktop,Facebook Ads,2023-07-23
594,47,Germany,Tablet,Facebook Ads,2023-07-14
595,34,USA,Tablet,Referral,2023-06-07
596,24,Australia,Tablet,Referral,2023-08-27
597,31,USA,Desktop,Referral,2023-06-13
598,54,Australia,Mobile,Google Ads,2023-01-24
599,34,Germany,Tablet,Affiliate,2023-01-09
600,36,Singapore,Mobile,Facebook Ads,2023-08-02
601,42,Germany,Mobile,Referral,2023-04-28
602,59,India,Desktop,Facebook Ads,2023-10-09
603,59,India,Desktop,Referral,2023-09-08
604,40,Singapore,Mobile,Affiliate,2023-03-28
605,29,Germany,Tablet,Organic,2023-09-08
606,20,Australia,Mobile,Organic,2023-09-26
607,44,Singapore,Tablet,Google Ads,2023-01-04
608,27,Thailand,Mobile,Affiliate,2023-02-04
609,41,Thailand,Tablet,Affiliate,2023-08-22
610,60,UK,Mobile,Organic,2023-09-05
611,53,UK,Mobile,Organic,2023-09-30
612,35,Germany,Desktop,Organic,2023-09-29
613,45,Australia,Mobile,Organic,2023-09-15
614,51,Singapore,Mobile,Google Ads,2023-02-19
615,51,USA,Desktop,Facebook Ads,2023-11-14
616,23,USA,Desktop,Referral,2023-07-23
617,33,India,Mobile,Facebook Ads,2023-10-17
618,23,India,Tablet,Organic,2023-12-17
619,43,UK,Desktop,Affiliate,2023-02-17
620,21,India,Mobile,Google Ads,2023-09-01
621,49,Australia,Desktop,Facebook Ads,2023-02-12
622,24,Germany,Mobile,Google Ads,2023-10-17
623,54,UK,Desktop,Organic,2023-04-19
624,35,Germany,Tablet,Organic,2023-02-08
625,38,Thailand,Mobile,Affiliate,2023-04-02
626,43,Thailand,Desktop,Google Ads,2023-03-15
627,33,Germany,Desktop,Affiliate,2023-10-16
628,42,Australia,Tablet,Google Ads,2023-06-19
629,23,Germany,Tablet,Facebook Ads,2023-12-19
630,24,UK,Mobile,Organic,2023-01-28
631,56,Australia,Tablet,Affiliate,2023-06-24
632,38,Thailand,Tablet,Facebook Ads,2023-07-23
633,49,Singapore,Desktop,Affiliate,2023-08-19
634,45,Singapore,Tablet,Affiliate,2023-07-12
635,42,Thailand,Tablet,Facebook Ads,2023-12-05
636,22,Thailand,Desktop,Google Ads,2023-05-07
637,58,Singapore,Tablet,Referral,2023-07-14
638,41,Thailand,Mobile,Organic,2023-06-12
639,46,USA,Desktop,Organic,2023-06-07
640,23,Singapore,Desktop,Referral,2023-03-09
641,53,Germany,Desktop,Organic,2023-10-13
642,23,USA,Tablet,Organic,2023-01-14
643,56,Australia,Desktop,Referral,2023-11-02
644,36,UK,Desktop,Organic,2023-01-07
645,33,Germany,Tablet,Google Ads,2023-10-14
646,42,Singapore,Mobile,Facebook Ads,2023-12-17
647,35,UK,Mobile,Organic,2023-06-04
648,45,USA,Desktop,Facebook Ads,2023-03-27
649,22,USA,Desktop,Google Ads,2023-09-05
650,49,Germany,Tablet,Google Ads,2023-11-17
651,24,Singapore,Desktop,Organic,2023-08-23
652,39,Australia,Tablet,Referral,2023-07-22
653,46,USA,Desktop,Affiliate,2023-06-18
654,37,USA,Tablet,Google Ads,2023-03-11
655,38,Singapore,Desktop,Facebook Ads,2023-09-03
656,58,UK,Tablet,Google Ads,2023-05-30
657,42,USA,Desktop,Facebook Ads,2023-06-16
658,54,Singapore,Tablet,Affiliate,2023-02-28
659,53,Thailand,Tablet,Referral,2023-04-03
660,31,UK,Desktop,Organic,2023-12-29
661,49,Singapore,Tablet,Facebook Ads,2023-07-29
662,34,India,Mobile,Referral,2023-05-04
663,22,UK,Tablet,Referral,2023-07-13
664,43,Germany,Tablet,Referral,2023-10-26
665,20,Australia,Desktop,Affiliate,2023-10-06
666,58,Thailand,Mobile,Google Ads,2023-11-01
667,60,USA,Mobile,Affiliate,2023-12-03
668,54,India,Tablet,Referral,2023-01-23
669,45,Thailand,Mobile,Organic,2023-06-19
670,32,Germany,Tablet,Affiliate,2023-05-13
671,55,India,Tablet,Google Ads,2023-10-13
672,41,UK,Desktop,Affiliate,2023-08-17
673,50,Singapore,Desktop,Organic,2023-12-20
674,24,USA,Desktop,Organic,2023-09-05
675,27,USA,Desktop,Facebook Ads,2023-03-01
676,31,Germany,Desktop,Facebook Ads,2023-08-22
677,24,UK,Tablet,Referral,2023-09-01
678,22,USA,Mobile,Organic,2023-06-13
679,39,India,Mobile,Google Ads,2023-01-12
680,51,Singapore,Tablet,Google Ads,2023-05-05
681,53,UK,Desktop,Google Ads,2023-06-19
682,58,Singapore,Mobile,Referral,2023-07-27
683,19,India,Tablet,Google Ads,2023-07-22
684,55,UK,Desktop,Organic,2023-08-19
685,31,Singapore,Desktop,Organic,2023-12-27
686,24,Australia,Tablet,Google Ads,2023-10-23
687,38,Singapore,Desktop,Organic,2023-07-07
688,60,Australia,Desktop,Affiliate,2023-05-15
689,38,Germany,Desktop,Affiliate,2023-11-24
690,55,Thailand,Desktop,Facebook Ads,2023-07-20
691,57,Singapore,Tablet,Facebook Ads,2023-08-23
692,55,Thailand,Tablet,Google Ads,2023-11-11
693,25,Singapore,Desktop,Organic,2023-06-10
694,41,India,Mobile,Affiliate,2023-04-04
695,44,Germany,Mobile,Affiliate,2023-07-18
696,45,Singapore,Desktop,Affiliate,2023-07-16
697,59,Singapore,Tablet,Google Ads,2023-12-22
698,36,Singapore,Mobile,Facebook Ads,2023-09-08
699,57,Thailand,Desktop,Organic,2023-08-19
700,26,Singapore,Desktop,Affiliate,2023-09-06
701,59,UK,Desktop,Referral,2023-09-16
702,46,UK,Mobile,Organic,2023-08-01
703,19,Australia,Mobile,Facebook Ads,2023-10-17
704,35,Singapore,Tablet,Facebook Ads,2023-01-17
705,47,Germany,Tablet,Referral,2023-03-28
706,50,Thailand,Tablet,Organic,2023-10-09
707,52,Australia,Desktop,Affiliate,2023-05-18
708,46,Germany,Mobile,Referral,2023-01-22
709,59,Australia,Mobile,Facebook Ads,2023-02-22
710,46,USA,Desktop,Organic,2023-01-17
711,25,Australia,Mobile,Google Ads,2023-08-13
712,40,Australia,Tablet,Affiliate,2023-10-29
713,45,Singapore,Tablet,Google Ads,2023-11-20
714,31,Australia,Mobile,Affiliate,2023-04-16
715,52,USA,Tablet,Affiliate,2023-06-29
716,38,India,Desktop,Facebook Ads,2023-03-28
717,35,Australia,Tablet,Organic,2023-10-21
718,44,Thailand,Desktop,Google Ads,2023-03-11
719,26,Singapore,Mobile,Facebook Ads,2023-12-26
720,43,UK,Mobile,Affiliate,2023-05-07
721,35,India,Desktop,Referral,2023-11-20
722,22,India,Mobile,Referral,2023-08-20
723,35,India,Desktop,Referral,2023-09-21
724,38,Germany,Mobile,Organic,2023-09-07
725,58,India,Tablet,Facebook Ads,2023-08-23
726,52,UK,Mobile,Referral,2023-02-02
727,49,USA,Desktop,Facebook Ads,2023-04-19
728,53,Germany,Mobile,Affiliate,2023-06-22
729,39,India,Mobile,Organic,2023-09-06
730,58,Australia,Desktop,Organic,2023-02-20
731,28,UK,Desktop,Organic,2023-03-05
732,30,India,Mobile,Facebook Ads,2023-08-08
733,35,Thailand,Tablet,Facebook Ads,2023-03-23
734,23,USA,Tablet,Google Ads,2023-05-09
735,43,India,Desktop,Google Ads,2023-01-27
736,59,Thailand,Tablet,Organic,2023-08-08
737,31,UK,Mobile,Google Ads,2023-01-01
738,32,Germany,Tablet,Referral,2023-10-31
739,18,India,Desktop,Organic,2023-01-05
740,26,UK,Mobile,Google Ads,2023-08-05
741,23,India,Mobile,Organic,2023-07-16
742,41,USA,Mobile,Referral,2023-06-10
743,59,India,Mobile,Organic,2023-03-10
744,54,Thailand,Tablet,Google Ads,2023-09-29
745,40,India,Mobile,Google Ads,2023-08-14
746,57,India,Desktop,Google Ads,2023-07-30
747,24,Singapore,Mobile,Affiliate,2023-02-14
748,40,UK,Desktop,Google Ads,2023-07-16
749,35,India,Mobile,Google Ads,2023-05-07
750,56,Germany,Tablet,Affiliate,2023-10-11
751,19,Australia,Tablet,Facebook Ads,2023-05-26
752,51,Germany,Tablet,Google Ads,2023-04-16
753,36,India,Mobile,Google Ads,2023-07-20
754,42,Thailand,Mobile,Referral,2023-09-11
755,56,Thailand,Tablet,Organic,2023-11-23
756,38,Singapore,Desktop,Affiliate,2023-07-04
757,41,Germany,Tablet,Google Ads,2023-08-04
758,22,Thailand,Tablet,Organic,2023-08-30
759,34,Singapore,Mobile,Organic,2023-01-08
760,50,USA,Tablet,Affiliate,2023-07-23
761,45,India,Desktop,Organic,2023-08-01
762,52,Germany,Tablet,Google Ads,2023-11-24
763,23,USA,Mobile,Affiliate,2023-05-23
764,27,Germany,Desktop,Referral,2023-04-15
765,58,Australia,Tablet,Organic,2023-10-28
766,45,India,Mobile,Organic,2023-06-08
767,23,UK,Mobile,Referral,2023-05-06
768,56,Thailand,Desktop,Google Ads,2023-11-10
769,18,India,Mobile,Organic,2023-03-03
770,49,USA,Tablet,Affiliate,2023-03-25
771,28,USA,Mobile,Facebook Ads,2023-05-13
772,19,USA,Desktop,Facebook Ads,2023-03-02
773,22,USA,Tablet,Affiliate,2023-09-26
774,22,UK,Desktop,Affiliate,2023-11-18
775,21,UK,Tablet,Google Ads,2023-07-04
776,28,USA,Mobile,Affiliate,2023-07-08
777,25,Singapore,Tablet,Affiliate,2023-12-12
778,20,Australia,Mobile,Google Ads,2023-01-02
779,48,USA,Desktop,Google Ads,2023-01-24
780,20,Germany,Tablet,Referral,2023-04-02
781,38,Singapore,Desktop,Facebook Ads,2023-04-25
782,22,Germany,Desktop,Organic,2023-05-19
783,21,Singapore,Mobile,Affiliate,2023-09-15
784,43,Thailand,Desktop,Facebook Ads,2023-01-24
785,38,Thailand,Tablet,Referral,2023-06-09
786,41,Singapore,Desktop,Affiliate,2023-01-05
787,57,Singapore,Desktop,Facebook Ads,2023-06-05
788,49,Australia,Mobile,Affiliate,2023-10-30
789,27,Thailand,Desktop,Organic,2023-05-06
790,52,USA,Tablet,Organic,2023-04-30
791,18,Australia,Tablet,Referral,2023-06-21
792,24,Singapore,Tablet,Google Ads,2023-06-07
793,49,Thailand,Mobile,Facebook Ads,2023-08-03
794,20,Singapore,Tablet,Referral,2023-02-17
795,41,UK,Tablet,Organic,2023-12-25
796,24,Germany,Mobile,Referral,2023-10-25
797,55,Germany,Mobile,Referral,2023-02-08
798,26,Singapore,Desktop,Facebook Ads,2023-12-06
799,43,India,Tablet,Facebook Ads,2023-06-11
800,46,USA,Mobile,Organic,2023-06-12
801,26,Australia,Tablet,Organic,2023-04-14
802,24,Singapore,Desktop,Referral,2023-03-21
803,44,Thailand,Tablet,Facebook Ads,2023-06-10
804,46,USA,Desktop,Facebook Ads,2023-04-17
805,23,Singapore,Tablet,Facebook Ads,2023-03-03
806,56,Thailand,Mobile,Facebook Ads,2023-12-27
807,23,India,Mobile,Facebook Ads,2023-03-17
808,50,Thailand,Tablet,Facebook Ads,2023-07-22
809,29,Thailand,Desktop,Referral,2023-05-14
810,53,Singapore,Mobile,Referral,2023-10-12
811,26,Thailand,Mobile,Organic,2023-02-22
812,26,Singapore,Desktop,Facebook Ads,2023-04-24
813,58,India,Mobile,Affiliate,2023-12-18
814,34,Australia,Mobile,Organic,2023-10-28
815,30,India,Desktop,Google Ads,2023-02-03
816,39,Thailand,Mobile,Referral,2023-02-17
817,28,Germany,Desktop,Referral,2023-01-26
818,19,UK,Tablet,Referral,2023-09-12
819,40,Singapore,Mobile,Facebook Ads,2023-03-30
820,46,Singapore,Mobile,Affiliate,2023-05-24
821,57,Singapore,Tablet,Facebook Ads,2023-11-14
822,44,Germany,Desktop,Organic,2023-09-13
823,35,UK,Mobile,Referral,2023-02-14
824,59,Australia,Tablet,Google Ads,2023-04-13
825,52,Australia,Mobile,Referral,2023-11-19
826,40,UK,Tablet,Referral,2024-01-01
827,54,Germany,Desktop,Referral,2023-06-26
828,29,Thailand,Desktop,Affiliate,2023-05-19
829,19,Australia,Desktop,Organic,2023-04-23
830,51,USA,Tablet,Google Ads,2023-08-30
831,24,Singapore,Tablet,Google Ads,2023-03-23
832,52,Australia,Tablet,Organic,2023-05-17
833,54,Australia,Desktop,Facebook Ads,2023-04-23
834,29,Singapore,Tablet,Facebook Ads,2023-03-30
835,40,Germany,Mobile,Facebook Ads,2023-12-24
836,54,Singapore,Tablet,Google Ads,2023-10-18
837,52,USA,Mobile,Referral,2023-09-10
838,23,Thailand,Mobile,Affiliate,2023-01-20
839,19,Germany,Desktop,Organic,2023-04-23
840,57,Singapore,Mobile,Facebook Ads,2023-06-19
841,38,Thailand,Mobile,Google Ads,2023-04-01
842,27,Australia,Mobile,Affiliate,2023-10-28
843,22,USA,Tablet,Referral,2023-07-06
844,24,USA,Desktop,Facebook Ads,2023-10-28
845,28,India,Desktop,Referral,2023-03-11
846,38,Singapore,Tablet,Affiliate,2023-11-29
847,57,Australia,Desktop,Google Ads,2023-12-22
848,55,Australia,Mobile,Referral,2023-12-07
849,36,Singapore,Mobile,Organic,2023-06-07
850,54,UK,Tablet,Organic,2023-12-26
851,56,USA,Tablet,Google Ads,2023-04-04
852,54,Thailand,Desktop,Google Ads,2023-11-24
853,22,Singapore,Desktop,Facebook Ads,2023-06-19
854,58,Thailand,Tablet,Facebook Ads,2023-03-27
855,18,USA,Mobile,Google Ads,2023-08-17
856,22,USA,Desktop,Organic,2023-12-21
857,21,UK,Desktop,Referral,2023-01-01
858,44,UK,Desktop,Facebook Ads,2023-03-27
859,42,Thailand,Desktop,Affiliate,2023-10-07
860,32,Singapore,Desktop,Organic,2023-11-30
861,36,Thailand,Desktop,Facebook Ads,2023-01-18
862,22,USA,Mobile,Referral,2023-02-23
863,22,Germany,Mobile,Facebook Ads,2023-03-24
864,57,UK,Tablet,Organic,2023-11-01
865,59,Singapore,Tablet,Referral,2023-08-09
866,21,Thailand,Desktop,Google Ads,2023-03-22
867,44,India,Tablet,Affiliate,2023-04-08
868,60,USA,Desktop,Google Ads,2023-05-16
869,21,UK,Tablet,Affiliate,2023-02-19
870,27,Thailand,Desktop,Organic,2023-09-09
871,23,USA,Tablet,Affiliate,2023-08-07
872,30,Thailand,Mobile,Google Ads,2023-09-03
873,58,USA,Mobile,Referral,2023-03-29
874,37,Australia,Desktop,Referral,2023-03-01
875,60,USA,Mobile,Affiliate,2023-09-08
876,29,USA,Desktop,Facebook Ads,2023-07-18
877,46,Thailand,Desktop,Referral,2023-04-06
878,34,Singapore,Desktop,Affiliate,2023-08-27
879,27,Australia,Tablet,Organic,2023-02-01
880,60,USA,Tablet,Referral,2023-02-13
881,32,Germany,Mobile,Referral,2023-10-29
882,44,Germany,Tablet,Referral,2023-09-25
883,33,UK,Desktop,Organic,2023-10-21
884,20,Germany,Tablet,Affiliate,2023-07-22
885,57,Singapore,Mobile,Referral,2023-10-20
886,28,Singapore,Mobile,Google Ads,2023-03-30
887,45,Thailand,Tablet,Referral,2023-01-22
888,58,Singapore,Tablet,Facebook Ads,2023-04-14
889,22,Thailand,Desktop,Affiliate,2023-06-13
890,53,USA,Desktop,Affiliate,2023-07-23
891,18,Australia,Tablet,Affiliate,2023-08-23
892,51,Australia,Desktop,Organic,2023-10-28
893,27,Singapore,Tablet,Affiliate,2023-08-01
894,24,Thailand,Tablet,Organic,2023-10-26
895,52,USA,Desktop,Facebook Ads,2023-05-27
896,59,UK,Tablet,Affiliate,2023-07-16
897,20,Singapore,Desktop,Referral,2023-08-31
898,57,Germany,Tablet,Referral,2023-03-15
899,43,USA,Tablet,Google Ads,2023-01-20
900,48,USA,Desktop,Organic,2023-01-26
901,37,USA,Desktop,Referral,2023-06-22
902,24,Australia,Mobile,Google Ads,2023-12-23
903,46,Australia,Desktop,Facebook Ads,2023-06-03
904,56,India,Mobile,Google Ads,2023-08-02
905,31,Australia,Desktop,Referral,2023-08-15
906,41,Australia,Mobile,Affiliate,2023-09-22
907,22,USA,Tablet,Affiliate,2023-03-23
908,26,Australia,Tablet,Affiliate,2023-07-26
909,29,Singapore,Mobile,Organic,2023-01-15
910,20,UK,Mobile,Facebook Ads,2023-05-08
911,30,USA,Desktop,Referral,2023-12-27
912,43,India,Mobile,Organic,2023-09-16
913,41,UK,Tablet,Referral,2023-05-04
914,48,Germany,Tablet,Facebook Ads,2023-04-01
915,28,Australia,Desktop,Organic,2023-06-26
916,19,UK,Mobile,Google Ads,2023-05-26
917,31,Australia,Mobile,Google Ads,2023-10-20
918,31,USA,Tablet,Referral,2023-12-13
919,19,Australia,Tablet,Organic,2023-09-20
920,26,India,Mobile,Affiliate,2023-08-31
921,32,USA,Tablet,Facebook Ads,2023-01-05
922,59,USA,Desktop,Referral,2023-12-31
923,47,USA,Mobile,Referral,2023-06-28
924,51,Australia,Tablet,Referral,2023-06-04
925,24,Thailand,Tablet,Facebook Ads,2023-10-27
926,59,Germany,Tablet,Facebook Ads,2023-10-15
927,24,UK,Mobile,Facebook Ads,2023-06-02
928,58,USA,Desktop,Facebook Ads,2023-05-22
929,59,USA,Mobile,Google Ads,2023-12-02
930,33,Thailand,Tablet,Referral,2023-09-22
931,38,India,Mobile,Organic,2023-12-05
932,49,USA,Desktop,Referral,2023-12-02
933,42,India,Mobile,Affiliate,2023-07-27
934,54,Australia,Mobile,Facebook Ads,2023-12-29
935,32,India,Tablet,Referral,2024-01-01
936,40,Germany,Desktop,Google Ads,2023-12-10
937,53,Singapore,Desktop,Organic,2023-12-03
938,26,India,Desktop,Affiliate,2023-08-30
939,39,India,Mobile,Google Ads,2023-04-04
940,32,India,Desktop,Referral,2023-07-01
941,41,USA,Tablet,Facebook Ads,2023-06-19
942,25,UK,Mobile,Affiliate,2023-08-26
943,57,Thailand,Desktop,Google Ads,2023-10-25
944,25,Australia,Tablet,Referral,2023-09-14
945,37,UK,Mobile,Google Ads,2023-09-29
946,30,USA,Desktop,Affiliate,2023-03-12
947,27,USA,Tablet,Google Ads,2023-08-23
948,49,USA,Tablet,Google Ads,2023-02-11
949,58,Thailand,Mobile,Referral,2023-06-10
950,31,Australia,Mobile,Affiliate,2023-05-21
951,49,Australia,Mobile,Google Ads,2023-03-23
952,45,India,Desktop,Referral,2023-11-11
953,48,UK,Mobile,Organic,2023-08-08
954,30,India,Desktop,Organic,2023-10-01
955,51,Singapore,Mobile,Organic,2023-06-14
956,33,Singapore,Tablet,Facebook Ads,2023-11-17
957,26,Thailand,Desktop,Affiliate,2023-06-09
958,37,Singapore,Mobile,Organic,2023-10-29
959,36,UK,Tablet,Affiliate,2023-06-02
960,51,USA,Desktop,Google Ads,2023-11-02
961,49,USA,Mobile,Google Ads,2023-06-25
962,19,Singapore,Mobile,Google Ads,2023-07-26
963,19,Germany,Tablet,Google Ads,2023-04-19
964,41,India,Tablet,Organic,2023-03-05
965,58,USA,Tablet,Affiliate,2023-07-12
966,56,Thailand,Tablet,Organic,2023-01-25
967,19,Thailand,Tablet,Organic,2023-12-01
968,46,UK,Mobile,Affiliate,2023-08-02
969,48,India,Mobile,Google Ads,2023-05-10
970,58,Thailand,Desktop,Referral,2023-12-22
971,24,India,Tablet,Facebook Ads,2023-12-05
972,56,India,Mobile,Referral,2023-11-15
973,50,India,Tablet,Organic,2023-02-23
974,25,Australia,Mobile,Referral,2023-05-25
975,56,Singapore,Desktop,Affiliate,2023-04-12
976,40,India,Desktop,Facebook Ads,2023-04-14
977,20,Germany,Desktop,Google Ads,2023-03-24
978,48,USA,Mobile,Organic,2023-12-19
979,60,Thailand,Mobile,Affiliate,2023-01-07
980,49,Singapore,Mobile,Affiliate,2023-12-09
981,24,USA,Tablet,Google Ads,2023-02-08
982,36,USA,Desktop,Organic,2023-08-22
983,29,Australia,Mobile,Facebook Ads,2023-02-21
984,38,UK,Tablet,Organic,2023-07-04
985,20,Thailand,Mobile,Google Ads,2023-02-18
986,40,UK,Tablet,Facebook Ads,2023-06-18
987,41,Australia,Desktop,Google Ads,2023-02-17
988,43,UK,Desktop,Facebook Ads,2023-02-28
989,48,Australia,Desktop,Google Ads,2023-07-17
990,26,India,Tablet,Organic,2023-02-27
991,24,UK,Tablet,Referral,2023-03-23
992,46,Singapore,Tablet,Referral,2023-10-19
993,57,Thailand,Tablet,Google Ads,2023-07-03
994,49,Thailand,Desktop,Referral,2023-09-05
995,22,USA,Tablet,Facebook Ads,2023-01-24
996,51,Australia,Tablet,Affiliate,2023-01-07
997,32,India,Desktop,Affiliate,2023-10-17
998,57,Thailand,Desktop,Google Ads,2023-09-25
999,40,India,Tablet,Referral,2023-09-04
1000,53,Germany,Mobile,Organic,2023-03-18
1001,28,Germany,Desktop,Referral,2023-11-26
1002,22,Australia,Desktop,Facebook Ads,2023-03-26
1003,39,USA,Mobile,Affiliate,2023-05-04
1004,53,India,Desktop,Referral,2023-04-25
1005,23,UK,Desktop,Affiliate,2023-05-01
1006,23,Australia,Desktop,Referral,2023-08-18
1007,25,UK,Tablet,Organic,2023-06-11
1008,43,UK,Mobile,Affiliate,2023-02-22
1009,18,Australia,Mobile,Affiliate,2023-10-09
1010,58,USA,Tablet,Affiliate,2023-11-13
1011,59,India,Desktop,Facebook Ads,2023-04-16
1012,21,Australia,Mobile,Referral,2023-07-06
1013,53,Australia,Tablet,Affiliate,2023-06-19
1014,60,USA,Tablet,Referral,2023-08-31
1015,24,Australia,Tablet,Google Ads,2023-02-28
1016,39,USA,Tablet,Facebook Ads,2023-01-02
1017,51,USA,Tablet,Organic,2023-10-08
1018,28,UK,Mobile,Referral,2023-01-24
1019,34,Germany,Mobile,Google Ads,2023-02-24
1020,43,Singapore,Desktop,Google Ads,2023-03-03
1021,24,Australia,Desktop,Organic,2023-06-23
1022,55,Thailand,Desktop,Referral,2023-11-21
1023,55,Germany,Mobile,Referral,2023-12-04
1024,51,India,Mobile,Affiliate,2023-01-03
1025,55,UK,Tablet,Google Ads,2023-08-10
1026,55,Singapore,Tablet,Google Ads,2023-12-21
1027,42,India,Tablet,Affiliate,2023-02-23
1028,50,UK,Desktop,Affiliate,2023-06-14
1029,33,USA,Desktop,Facebook Ads,2023-12-21
1030,46,Australia,Mobile,Google Ads,2023-05-31
1031,56,India,Tablet,Affiliate,2023-07-31
1032,53,Australia,Desktop,Affiliate,2023-06-03
1033,31,Singapore,Mobile,Affiliate,2023-11-20
1034,36,India,Desktop,Google Ads,2024-01-01
1035,59,Singapore,Tablet,Affiliate,2023-12-30
1036,58,USA,Tablet,Organic,2023-12-22
1037,53,UK,Tablet,Affiliate,2023-06-30
1038,44,India,Tablet,Affiliate,2023-12-08
1039,45,Australia,Mobile,Affiliate,2023-05-27
1040,19,UK,Mobile,Organic,2023-02-24
1041,21,Singapore,Desktop,Google Ads,2023-12-10
1042,34,Singapore,Mobile,Facebook Ads,2023-05-27
1043,52,Thailand,Desktop,Referral,2023-04-15
1044,57,Australia,Tablet,Affiliate,2023-02-22
1045,59,Germany,Desktop,Google Ads,2023-04-25
1046,36,India,Tablet,Organic,2023-09-19
1047,42,UK,Tablet,Facebook Ads,2023-07-15
1048,21,Thailand,Tablet,Facebook Ads,2023-10-10
1049,57,Australia,Desktop,Google Ads,2023-04-14
1050,59,USA,Tablet,Affiliate,2023-11-21
1051,30,Australia,Tablet,Google Ads,2023-11-05
1052,46,Singapore,Tablet,Organic,2023-05-31
1053,29,India,Tablet,Organic,2023-04-06
1054,20,UK,Desktop,Affiliate,2023-07-13
1055,26,Singapore,Tablet,Facebook Ads,2023-05-16
1056,39,UK,Tablet,Google Ads,2023-01-03
1057,27,USA,Tablet,Organic,2023-01-21
1058,57,Australia,Tablet,Facebook Ads,2023-11-17
1059,54,Germany,Desktop,Organic,2023-09-09
1060,38,Germany,Mobile,Google Ads,2023-12-29
1061,22,Australia,Tablet,Google Ads,2023-09-24
1062,52,Germany,Desktop,Organic,2023-08-01
1063,32,Singapore,Tablet,Facebook Ads,2023-06-28
1064,41,USA,Mobile,Affiliate,2023-06-19
1065,48,Germany,Tablet,Organic,2023-09-29
1066,60,USA,Desktop,Google Ads,2023-02-28
1067,57,Germany,Mobile,Organic,2023-11-25
1068,38,UK,Mobile,Referral,2023-12-16
1069,52,India,Desktop,Organic,2023-05-12
1070,41,Germany,Tablet,Referral,2023-09-22
1071,20,USA,Tablet,Google Ads,2023-09-07
1072,50,Thailand,Mobile,Google Ads,2023-06-14
1073,52,Thailand,Tablet,Organic,2023-10-03
1074,60,India,Mobile,Referral,2023-04-18
1075,31,Germany,Tablet,Referral,2023-02-23
1076,22,India,Tablet,Google Ads,2023-11-28
1077,47,India,Desktop,Organic,2023-01-13
1078,22,Thailand,Mobile,Facebook Ads,2023-02-14
1079,22,Germany,Mobile,Facebook Ads,2023-10-13
1080,42,UK,Tablet,Referral,2023-07-28
1081,38,Thailand,Desktop,Organic,2023-08-10
1082,18,India,Tablet,Affiliate,2023-10-01
1083,55,Thailand,Tablet,Organic,2023-02-02
1084,50,Thailand,Desktop,Facebook Ads,2023-07-03
1085,23,USA,Desktop,Referral,2023-11-07
1086,60,Thailand,Desktop,Google Ads,2023-07-22
1087,32,Singapore,Tablet,Referral,2023-10-01
1088,36,India,Mobile,Facebook Ads,2023-10-07
1089,59,USA,Mobile,Affiliate,2023-12-13
1090,27,Thailand,Mobile,Organic,2023-10-12
1091,56,UK,Tablet,Affiliate,2023-10-21
1092,37,Singapore,Tablet,Facebook Ads,2023-02-13
1093,44,India,Tablet,Google Ads,2023-04-19
1094,29,Singapore,Tablet,Facebook Ads,2023-03-24
1095,25,Singapore,Tablet,Affiliate,2023-04-10
1096,53,UK,Tablet,Affiliate,2023-01-28
1097,36,India,Mobile,Facebook Ads,2023-02-07
1098,30,India,Tablet,Referral,2023-02-20
1099,40,Singapore,Tablet,Google Ads,2023-06-19
1100,36,Germany,Mobile,Google Ads,2023-02-21
